route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,wheelchair_accessible,bikes_allowed
9-15,19_7,1582412957-19,ODYSSEUM,15,1,,
9-15,19_7,1582412915-19,SABINES,15,0,,
9-15,19_7,1582412958-19,ODYSSEUM,15,1,,
9-15,19_7,1582412916-19,SABINES,15,0,,
9-15,19_7,1582412959-19,ODYSSEUM,15,1,,
9-15,19_7,1582412917-19,SABINES,15,0,,
9-15,19_7,1582412960-19,ODYSSEUM,15,1,,
9-15,19_7,1582412918-19,SABINES,15,0,,
9-15,19_7,1582412961-19,ODYSSEUM,15,1,,
9-15,19_7,1582412919-19,SABINES,15,0,,
9-15,19_7,1582412976-19,ODYSSEUM,15,1,,
9-15,19_7,1582412920-19,SABINES,15,0,,
9-15,19_7,1582412962-19,ODYSSEUM,15,1,,
9-15,19_7,1582412921-19,SABINES,15,0,,
9-15,19_7,1582412963-19,ODYSSEUM,15,1,,
9-15,19_7,1582412922-19,SABINES,15,0,,
9-15,19_7,1582412964-19,ODYSSEUM,15,1,,
9-15,19_7,1582412923-19,SABINES,15,0,,
9-15,19_7,1582412965-19,ODYSSEUM,15,1,,
9-15,19_7,1582412924-19,SABINES,15,0,,
9-15,19_7,1582412966-19,ODYSSEUM,15,1,,
9-15,19_7,1582412925-19,SABINES,15,0,,
9-15,19_7,1582412967-19,ODYSSEUM,15,1,,
9-15,19_7,1582412926-19,SABINES,15,0,,
9-15,19_7,1582412968-19,ODYSSEUM,15,1,,
9-15,19_7,1582412927-19,SABINES,15,0,,
9-15,19_7,1582412969-19,ODYSSEUM,15,1,,
9-15,19_7,1582412928-19,SABINES,15,0,,
9-15,19_7,1582412970-19,ODYSSEUM,15,1,,
9-15,19_7,1582412929-19,SABINES,15,0,,
9-15,19_7,1582412971-19,ODYSSEUM,15,1,,
9-15,19_7,1582412930-19,SABINES,15,0,,
9-15,19_7,1582412972-19,ODYSSEUM,15,1,,
9-15,19_7,1582412931-19,SABINES,15,0,,
9-15,19_7,1582412974-19,ODYSSEUM,15,1,,
9-15,19_7,1582412932-19,SABINES,15,0,,
9-15,19_7,1582412973-19,ODYSSEUM,15,1,,
9-15,19_7,1582412933-19,SABINES,15,0,,
9-15,19_7,1582412975-19,ODYSSEUM,15,1,,
9-15,19_7,1582412934-19,SABINES,15,0,,
9-15,19_7,1582412978-19,ODYSSEUM,15,1,,
9-15,19_7,1582412979-19,SABINES,15,0,,
9-15,19_7,1582412980-19,SABINES,15,0,,
9-15,19_7,1582412982-19,ODYSSEUM,15,1,,
9-15,19_7,1582412981-19,SABINES,15,0,,
9-15,19_8,1582412864-19,ODYSSEUM,15,1,,
9-15,19_8,1582412865-19,ODYSSEUM,15,1,,
9-15,19_8,1582412849-19,SABINES,15,0,,
9-15,19_8,1582412866-19,ODYSSEUM,15,1,,
9-15,19_8,1582412850-19,SABINES,15,0,,
9-15,19_8,1582412867-19,ODYSSEUM,15,1,,
9-15,19_8,1582412851-19,SABINES,15,0,,
9-15,19_8,1582412868-19,ODYSSEUM,15,1,,
9-15,19_8,1582412852-19,SABINES,15,0,,
9-15,19_8,1582412869-19,ODYSSEUM,15,1,,
9-15,19_8,1582412853-19,SABINES,15,0,,
9-15,19_8,1582412870-19,ODYSSEUM,15,1,,
9-15,19_8,1582412854-19,SABINES,15,0,,
9-15,19_8,1582412871-19,ODYSSEUM,15,1,,
9-15,19_8,1582412855-19,SABINES,15,0,,
9-15,19_8,1582412872-19,ODYSSEUM,15,1,,
9-15,19_8,1582412856-19,SABINES,15,0,,
9-15,19_8,1582412873-19,ODYSSEUM,15,1,,
9-15,19_8,1582412857-19,SABINES,15,0,,
9-15,19_8,1582412874-19,ODYSSEUM,15,1,,
9-15,19_8,1582412858-19,SABINES,15,0,,
9-15,19_8,1582412875-19,ODYSSEUM,15,1,,
9-15,19_8,1582412859-19,SABINES,15,0,,
9-15,19_8,1582412876-19,ODYSSEUM,15,1,,
9-15,19_8,1582412860-19,SABINES,15,0,,
9-15,19_8,1582412877-19,ODYSSEUM,15,1,,
9-15,19_8,1582412861-19,SABINES,15,0,,
9-15,19_8,1582412862-19,SABINES,15,0,,
9-15,19_8,1582412878-19,ODYSSEUM,15,1,,
9-15,19_8,1582412863-19,SABINES,15,0,,
9-15,22_8,1582412864-22,ODYSSEUM,15,1,,
9-15,22_8,1582412865-22,ODYSSEUM,15,1,,
9-15,22_8,1582412849-22,SABINES,15,0,,
9-15,22_8,1582412866-22,ODYSSEUM,15,1,,
9-15,22_8,1582412850-22,SABINES,15,0,,
9-15,22_8,1582412867-22,ODYSSEUM,15,1,,
9-15,22_8,1582412851-22,SABINES,15,0,,
9-15,22_8,1582412868-22,ODYSSEUM,15,1,,
9-15,22_8,1582412852-22,SABINES,15,0,,
9-15,22_8,1582412869-22,ODYSSEUM,15,1,,
9-15,22_8,1582412853-22,SABINES,15,0,,
9-15,22_8,1582412870-22,ODYSSEUM,15,1,,
9-15,22_8,1582412854-22,SABINES,15,0,,
9-15,22_8,1582412871-22,ODYSSEUM,15,1,,
9-15,22_8,1582412855-22,SABINES,15,0,,
9-15,22_8,1582412872-22,ODYSSEUM,15,1,,
9-15,22_8,1582412856-22,SABINES,15,0,,
9-15,22_8,1582412873-22,ODYSSEUM,15,1,,
9-15,22_8,1582412857-22,SABINES,15,0,,
9-15,22_8,1582412874-22,ODYSSEUM,15,1,,
9-15,22_8,1582412858-22,SABINES,15,0,,
9-15,22_8,1582412875-22,ODYSSEUM,15,1,,
9-15,22_8,1582412859-22,SABINES,15,0,,
9-15,22_8,1582412876-22,ODYSSEUM,15,1,,
9-15,22_8,1582412860-22,SABINES,15,0,,
9-15,22_8,1582412877-22,ODYSSEUM,15,1,,
9-15,22_8,1582412861-22,SABINES,15,0,,
9-15,22_8,1582412862-22,SABINES,15,0,,
9-15,22_8,1582412878-22,ODYSSEUM,15,1,,
9-15,22_8,1582412863-22,SABINES,15,0,,
9-15,23_4,1582409478-23,ODYSSEUM,15,1,,
9-15,23_4,1582409492-23,SABINES,15,0,,
9-15,23_4,1582409499-23,ODYSSEUM,15,1,,
9-15,23_4,1582409479-23,SABINES,15,0,,
9-15,23_4,1582409491-23,ODYSSEUM,15,1,,
9-15,23_4,1582409480-23,SABINES,15,0,,
9-15,23_4,1582409529-23,ODYSSEUM,15,1,,
9-15,23_4,1582409490-23,SABINES,15,0,,
9-15,23_4,1582409530-23,ODYSSEUM,15,1,,
9-15,23_4,1582409481-23,SABINES,15,0,,
9-15,23_4,1582409531-23,ODYSSEUM,15,1,,
9-15,23_4,1582409482-23,SABINES,15,0,,
9-15,23_4,1582409532-23,ODYSSEUM,15,1,,
9-15,23_4,1582409483-23,SABINES,15,0,,
9-15,23_4,1582409533-23,ODYSSEUM,15,1,,
9-15,23_4,1582409484-23,SABINES,15,0,,
9-15,23_4,1582409534-23,ODYSSEUM,15,1,,
9-15,23_4,1582409485-23,SABINES,15,0,,
9-15,23_4,1582409535-23,ODYSSEUM,15,1,,
9-15,23_4,1582409486-23,SABINES,15,0,,
9-15,23_4,1582409536-23,ODYSSEUM,15,1,,
9-15,23_4,1582409524-23,SABINES,15,0,,
9-15,23_4,1582409537-23,ODYSSEUM,15,1,,
9-15,23_4,1582409487-23,SABINES,15,0,,
9-15,23_4,1582409538-23,ODYSSEUM,15,1,,
9-15,23_4,1582409525-23,SABINES,15,0,,
9-15,23_4,1582409539-23,ODYSSEUM,15,1,,
9-15,23_4,1582409488-23,SABINES,15,0,,
9-15,23_4,1582409540-23,ODYSSEUM,15,1,,
9-15,23_4,1582409523-23,SABINES,15,0,,
9-15,23_4,1582409541-23,ODYSSEUM,15,1,,
9-15,23_4,1582409503-23,SABINES,15,0,,
9-15,23_4,1582409542-23,ODYSSEUM,15,1,,
9-15,23_4,1582409527-23,SABINES,15,0,,
9-15,23_4,1582409543-23,ODYSSEUM,15,1,,
9-15,23_4,1582409513-23,SABINES,15,0,,
9-15,23_4,1582409544-23,ODYSSEUM,15,1,,
9-15,23_4,1582409500-23,SABINES,15,0,,
9-15,23_4,1582409545-23,ODYSSEUM,15,1,,
9-15,23_4,1582409501-23,SABINES,15,0,,
9-15,23_4,1582409546-23,ODYSSEUM,15,1,,
9-15,23_4,1582409502-23,SABINES,15,0,,
9-15,23_4,1582409547-23,ODYSSEUM,15,1,,
9-15,23_4,1582409528-23,SABINES,15,0,,
9-15,23_4,1582409548-23,ODYSSEUM,15,1,,
9-15,23_4,1582409504-23,SABINES,15,0,,
9-15,23_4,1582409549-23,ODYSSEUM,15,1,,
9-15,23_4,1582409505-23,SABINES,15,0,,
9-15,23_4,1582409550-23,ODYSSEUM,15,1,,
9-15,23_4,1582409506-23,SABINES,15,0,,
9-15,23_4,1582409551-23,ODYSSEUM,15,1,,
9-15,23_4,1582409507-23,SABINES,15,0,,
9-15,23_4,1582409552-23,ODYSSEUM,15,1,,
9-15,23_4,1582409508-23,SABINES,15,0,,
9-15,23_4,1582409553-23,ODYSSEUM,15,1,,
9-15,23_4,1582409509-23,SABINES,15,0,,
9-15,23_4,1582409554-23,ODYSSEUM,15,1,,
9-15,23_4,1582409510-23,SABINES,15,0,,
9-15,23_4,1582409555-23,ODYSSEUM,15,1,,
9-15,23_4,1582409511-23,SABINES,15,0,,
9-15,23_4,1582409556-23,ODYSSEUM,15,1,,
9-15,23_4,1582409512-23,SABINES,15,0,,
9-15,23_4,1582409557-23,ODYSSEUM,15,1,,
9-15,23_4,1582409526-23,SABINES,15,0,,
9-15,23_4,1582409558-23,ODYSSEUM,15,1,,
9-15,23_4,1582409514-23,SABINES,15,0,,
9-15,23_4,1582409559-23,ODYSSEUM,15,1,,
9-15,23_4,1582409515-23,SABINES,15,0,,
9-15,23_4,1582409560-23,ODYSSEUM,15,1,,
9-15,23_4,1582409516-23,SABINES,15,0,,
9-15,23_4,1582409561-23,ODYSSEUM,15,1,,
9-15,23_4,1582409517-23,SABINES,15,0,,
9-15,23_4,1582409562-23,ODYSSEUM,15,1,,
9-15,23_4,1582409518-23,SABINES,15,0,,
9-15,23_4,1582409493-23,ODYSSEUM,15,1,,
9-15,23_4,1582409566-23,SABINES,15,0,,
9-15,23_4,1582409495-23,ODYSSEUM,15,1,,
9-15,23_4,1582409519-23,SABINES,15,0,,
9-15,23_4,1582409494-23,ODYSSEUM,15,1,,
9-15,23_4,1582409520-23,SABINES,15,0,,
9-15,23_4,1582409498-23,ODYSSEUM,15,1,,
9-15,23_4,1582409521-23,SABINES,15,0,,
9-15,23_4,1582409496-23,ODYSSEUM,15,1,,
9-15,23_4,1582409522-23,SABINES,15,0,,
9-15,23_4,1582409497-23,ODYSSEUM,15,1,,
9-15,23_4,1582409489-23,SABINES,15,0,,
9-15,23_4,1582409563-23,ODYSSEUM,15,1,,
9-15,23_4,1582409564-23,SABINES,15,0,,
9-15,23_4,1582409565-23,SABINES,15,0,,
9-15,23_7,1582412894-23,SABINES,15,0,,
9-15,23_7,1582412936-23,ODYSSEUM,15,1,,
9-15,23_7,1582412935-23,SABINES,15,0,,
9-15,23_7,1582412977-23,ODYSSEUM,15,1,,
9-15,23_7,1582412895-23,SABINES,15,0,,
9-15,23_7,1582412937-23,ODYSSEUM,15,1,,
9-15,23_7,1582412896-23,SABINES,15,0,,
9-15,23_7,1582412938-23,ODYSSEUM,15,1,,
9-15,23_7,1582412939-23,ODYSSEUM,15,1,,
9-15,23_7,1582412897-23,SABINES,15,0,,
9-15,23_7,1582412940-23,ODYSSEUM,15,1,,
9-15,23_7,1582412898-23,SABINES,15,0,,
9-15,23_7,1582412941-23,ODYSSEUM,15,1,,
9-15,23_7,1582412899-23,SABINES,15,0,,
9-15,23_7,1582412942-23,ODYSSEUM,15,1,,
9-15,23_7,1582412900-23,SABINES,15,0,,
9-15,23_7,1582412943-23,ODYSSEUM,15,1,,
9-15,23_7,1582412902-23,SABINES,15,0,,
9-15,23_7,1582412944-23,ODYSSEUM,15,1,,
9-15,23_7,1582412903-23,SABINES,15,0,,
9-15,23_7,1582412945-23,ODYSSEUM,15,1,,
9-15,23_7,1582412904-23,SABINES,15,0,,
9-15,23_7,1582412946-23,ODYSSEUM,15,1,,
9-15,23_7,1582412901-23,SABINES,15,0,,
9-15,23_7,1582412947-23,ODYSSEUM,15,1,,
9-15,23_7,1582412905-23,SABINES,15,0,,
9-15,23_7,1582412948-23,ODYSSEUM,15,1,,
9-15,23_7,1582412906-23,SABINES,15,0,,
9-15,23_7,1582412949-23,ODYSSEUM,15,1,,
9-15,23_7,1582412907-23,SABINES,15,0,,
9-15,23_7,1582412950-23,ODYSSEUM,15,1,,
9-15,23_7,1582412908-23,SABINES,15,0,,
9-15,23_7,1582412951-23,ODYSSEUM,15,1,,
9-15,23_7,1582412909-23,SABINES,15,0,,
9-15,23_7,1582412952-23,ODYSSEUM,15,1,,
9-15,23_7,1582412910-23,SABINES,15,0,,
9-15,23_7,1582412953-23,ODYSSEUM,15,1,,
9-15,23_7,1582412911-23,SABINES,15,0,,
9-15,23_7,1582412954-23,ODYSSEUM,15,1,,
9-15,23_7,1582412912-23,SABINES,15,0,,
9-15,23_7,1582412955-23,ODYSSEUM,15,1,,
9-15,23_7,1582412913-23,SABINES,15,0,,
9-15,23_7,1582412956-23,ODYSSEUM,15,1,,
9-15,23_7,1582412914-23,SABINES,15,0,,
9-15,23_7,1582412957-23,ODYSSEUM,15,1,,
9-15,23_7,1582412915-23,SABINES,15,0,,
9-15,23_7,1582412958-23,ODYSSEUM,15,1,,
9-15,23_7,1582412916-23,SABINES,15,0,,
9-15,23_7,1582412959-23,ODYSSEUM,15,1,,
9-15,23_7,1582412917-23,SABINES,15,0,,
9-15,23_7,1582412960-23,ODYSSEUM,15,1,,
9-15,23_7,1582412918-23,SABINES,15,0,,
9-15,23_7,1582412961-23,ODYSSEUM,15,1,,
9-15,23_7,1582412919-23,SABINES,15,0,,
9-15,23_7,1582412976-23,ODYSSEUM,15,1,,
9-15,23_7,1582412920-23,SABINES,15,0,,
9-15,23_7,1582412962-23,ODYSSEUM,15,1,,
9-15,23_7,1582412921-23,SABINES,15,0,,
9-15,23_7,1582412963-23,ODYSSEUM,15,1,,
9-15,23_7,1582412922-23,SABINES,15,0,,
9-15,23_7,1582412964-23,ODYSSEUM,15,1,,
9-15,23_7,1582412923-23,SABINES,15,0,,
9-15,23_7,1582412965-23,ODYSSEUM,15,1,,
9-15,23_7,1582412924-23,SABINES,15,0,,
9-15,23_7,1582412966-23,ODYSSEUM,15,1,,
9-15,23_7,1582412925-23,SABINES,15,0,,
9-15,23_7,1582412967-23,ODYSSEUM,15,1,,
9-15,23_7,1582412926-23,SABINES,15,0,,
9-15,23_7,1582412968-23,ODYSSEUM,15,1,,
9-15,23_7,1582412927-23,SABINES,15,0,,
9-15,23_7,1582412969-23,ODYSSEUM,15,1,,
9-15,23_7,1582412928-23,SABINES,15,0,,
9-15,23_7,1582412970-23,ODYSSEUM,15,1,,
9-15,23_7,1582412929-23,SABINES,15,0,,
9-15,23_7,1582412971-23,ODYSSEUM,15,1,,
9-15,23_7,1582412930-23,SABINES,15,0,,
9-15,23_7,1582412972-23,ODYSSEUM,15,1,,
9-15,23_7,1582412931-23,SABINES,15,0,,
9-15,23_7,1582412974-23,ODYSSEUM,15,1,,
9-15,23_7,1582412932-23,SABINES,15,0,,
9-15,23_7,1582412973-23,ODYSSEUM,15,1,,
9-15,23_7,1582412933-23,SABINES,15,0,,
9-15,23_7,1582412975-23,ODYSSEUM,15,1,,
9-15,23_7,1582412934-23,SABINES,15,0,,
9-15,23_7,1582412978-23,ODYSSEUM,15,1,,
9-15,23_7,1582412979-23,SABINES,15,0,,
9-15,23_7,1582412980-23,SABINES,15,0,,
9-15,23_7,1582412982-23,ODYSSEUM,15,1,,
9-15,23_7,1582412981-23,SABINES,15,0,,
9-15,23_8,1582412864-23,ODYSSEUM,15,1,,
9-15,23_8,1582412865-23,ODYSSEUM,15,1,,
9-15,23_8,1582412849-23,SABINES,15,0,,
9-15,23_8,1582412866-23,ODYSSEUM,15,1,,
9-15,23_8,1582412850-23,SABINES,15,0,,
9-15,23_8,1582412867-23,ODYSSEUM,15,1,,
9-15,23_8,1582412851-23,SABINES,15,0,,
9-15,23_8,1582412868-23,ODYSSEUM,15,1,,
9-15,23_8,1582412852-23,SABINES,15,0,,
9-15,23_8,1582412869-23,ODYSSEUM,15,1,,
9-15,23_8,1582412853-23,SABINES,15,0,,
9-15,23_8,1582412870-23,ODYSSEUM,15,1,,
9-15,23_8,1582412854-23,SABINES,15,0,,
9-15,23_8,1582412871-23,ODYSSEUM,15,1,,
9-15,23_8,1582412855-23,SABINES,15,0,,
9-15,23_8,1582412872-23,ODYSSEUM,15,1,,
9-15,23_8,1582412856-23,SABINES,15,0,,
9-15,23_8,1582412873-23,ODYSSEUM,15,1,,
9-15,23_8,1582412857-23,SABINES,15,0,,
9-15,23_8,1582412874-23,ODYSSEUM,15,1,,
9-15,23_8,1582412858-23,SABINES,15,0,,
9-15,23_8,1582412875-23,ODYSSEUM,15,1,,
9-15,23_8,1582412859-23,SABINES,15,0,,
9-15,23_8,1582412876-23,ODYSSEUM,15,1,,
9-15,23_8,1582412860-23,SABINES,15,0,,
9-15,23_8,1582412877-23,ODYSSEUM,15,1,,
9-15,23_8,1582412861-23,SABINES,15,0,,
9-15,23_8,1582412862-23,SABINES,15,0,,
9-15,23_8,1582412878-23,ODYSSEUM,15,1,,
9-15,23_8,1582412863-23,SABINES,15,0,,
9-15,24_4,1582412484-24,ODYSSEUM,15,1,,
9-15,24_4,1582412485-24,SABINES,15,0,,
9-15,24_4,1582412489-24,ODYSSEUM,15,1,,
9-15,24_4,1582412492-24,SABINES,15,0,,
9-15,24_4,1582412498-24,ODYSSEUM,15,1,,
9-15,24_4,1582412512-24,ODYSSEUM,15,1,,
9-15,24_4,1582412503-24,SABINES,15,0,,
9-15,24_4,1582418958-24,CHARLES DE GAULLE,15,1,,
9-15,24_4,1582412486-24,ODYSSEUM,15,1,,
9-15,24_4,1582412487-24,SABINES,15,0,,
9-15,24_4,1582412522-24,ODYSSEUM,15,1,,
9-15,24_4,1582418960-24,CHARLES DE GAULLE,15,1,,
9-15,24_4,1582412527-24,SABINES,15,0,,
9-15,24_4,1582412545-24,ODYSSEUM,15,1,,
9-15,24_4,1582412488-24,SABINES,15,0,,
9-15,24_4,1582412493-24,ODYSSEUM,15,1,,
9-15,24_4,1582418962-24,CHARLES DE GAULLE,15,1,,
9-15,24_4,1582412497-24,SABINES,15,0,,
9-15,24_4,1582412506-24,ODYSSEUM,15,1,,
9-15,24_4,1582418959-24,SABINES,15,0,,
9-15,24_4,1582412513-24,SABINES,15,0,,
9-15,24_4,1582412490-24,ODYSSEUM,15,1,,
9-15,24_4,1582412549-24,SABINES,15,0,,
9-15,24_4,1582412532-24,ODYSSEUM,15,1,,
9-15,24_4,1582418961-24,SABINES,15,0,,
9-15,24_4,1582412491-24,SABINES,15,0,,
9-15,24_4,1582412494-24,ODYSSEUM,15,1,,
9-15,24_4,1582412518-24,SABINES,15,0,,
9-15,24_4,1582412496-24,ODYSSEUM,15,1,,
9-15,24_4,1582418963-24,SABINES,15,0,,
9-15,24_4,1582412538-24,SABINES,15,0,,
9-15,24_4,1582412510-24,ODYSSEUM,15,1,,
9-15,24_4,1582412495-24,SABINES,15,0,,
9-15,24_4,1582412552-24,ODYSSEUM,15,1,,
9-15,24_4,1582412502-24,SABINES,15,0,,
9-15,24_4,1582412521-24,ODYSSEUM,15,1,,
9-15,24_4,1582412499-24,SABINES,15,0,,
9-15,24_4,1582412542-24,ODYSSEUM,15,1,,
9-15,24_4,1582412528-24,SABINES,15,0,,
9-15,24_4,1582412505-24,ODYSSEUM,15,1,,
9-15,24_4,1582412501-24,SABINES,15,0,,
9-15,24_4,1582412507-24,ODYSSEUM,15,1,,
9-15,24_4,1582412504-24,SABINES,15,0,,
9-15,24_4,1582412508-24,ODYSSEUM,15,1,,
9-15,24_4,1582412509-24,SABINES,15,0,,
9-15,24_4,1582412530-24,ODYSSEUM,15,1,,
9-15,24_4,1582412550-24,SABINES,15,0,,
9-15,24_4,1582412511-24,ODYSSEUM,15,1,,
9-15,24_4,1582412519-24,SABINES,15,0,,
9-15,24_4,1582412515-24,ODYSSEUM,15,1,,
9-15,24_4,1582412539-24,SABINES,15,0,,
9-15,24_4,1582412517-24,ODYSSEUM,15,1,,
9-15,24_4,1582412514-24,SABINES,15,0,,
9-15,24_4,1582412553-24,ODYSSEUM,15,1,,
9-15,24_4,1582412516-24,SABINES,15,0,,
9-15,24_4,1582412523-24,ODYSSEUM,15,1,,
9-15,24_4,1582412520-24,SABINES,15,0,,
9-15,24_4,1582412543-24,ODYSSEUM,15,1,,
9-15,24_4,1582412529-24,SABINES,15,0,,
9-15,24_4,1582412526-24,ODYSSEUM,15,1,,
9-15,24_4,1582412524-24,SABINES,15,0,,
9-15,24_4,1582412531-24,ODYSSEUM,15,1,,
9-15,24_4,1582412525-24,SABINES,15,0,,
9-15,24_4,1582412534-24,ODYSSEUM,15,1,,
9-15,24_4,1582412533-24,SABINES,15,0,,
9-15,24_4,1582412536-24,ODYSSEUM,15,1,,
9-15,24_4,1582412551-24,SABINES,15,0,,
9-15,24_4,1582412537-24,ODYSSEUM,15,1,,
9-15,24_4,1582412535-24,SABINES,15,0,,
9-15,24_4,1582412544-24,ODYSSEUM,15,1,,
9-15,24_4,1582412540-24,SABINES,15,0,,
9-15,24_4,1582412546-24,ODYSSEUM,15,1,,
9-15,24_4,1582412541-24,SABINES,15,0,,
9-15,24_4,1582412554-24,ODYSSEUM,15,1,,
9-15,24_4,1582412547-24,SABINES,15,0,,
9-15,24_4,1582412555-24,ODYSSEUM,15,1,,
9-15,24_4,1582412548-24,SABINES,15,0,,
9-15,24_4,1582412556-24,ODYSSEUM,15,1,,
9-15,24_4,1582412557-24,SABINES,15,0,,
9-15,24_4,1582412558-24,ODYSSEUM,15,1,,
9-15,24_4,1582412559-24,SABINES,15,0,,
9-15,24_4,1582412560-24,ODYSSEUM,15,1,,
9-15,24_4,1582412562-24,SABINES,15,0,,
9-15,24_4,1582418972-24,CHARLES DE GAULLE,15,1,,
9-15,24_4,1582412563-24,ODYSSEUM,15,1,,
9-15,24_4,1582412561-24,SABINES,15,0,,
9-15,24_4,1582412567-24,ODYSSEUM,15,1,,
9-15,24_4,1582418968-24,CHARLES DE GAULLE,15,1,,
9-15,24_4,1582412565-24,SABINES,15,0,,
9-15,24_4,1582412564-24,ODYSSEUM,15,1,,
9-15,24_4,1582412566-24,SABINES,15,0,,
9-15,24_4,1582412568-24,ODYSSEUM,15,1,,
9-15,24_4,1582412569-24,SABINES,15,0,,
9-15,24_4,1582412576-24,ODYSSEUM,15,1,,
9-15,24_4,1582418971-24,SABINES,15,0,,
9-15,24_4,1582412570-24,SABINES,15,0,,
9-15,24_4,1582418970-24,CHARLES DE GAULLE,15,1,,
9-15,24_4,1582412571-24,ODYSSEUM,15,1,,
9-15,24_4,1582412574-24,SABINES,15,0,,
9-15,24_4,1582412572-24,ODYSSEUM,15,1,,
9-15,24_4,1582418973-24,SABINES,15,0,,
9-15,24_4,1582412573-24,SABINES,15,0,,
9-15,24_4,1582412575-24,SABINES,15,0,,
9-15,24_4,1582412577-24,ODYSSEUM,15,1,,
9-15,24_4,1582412578-24,SABINES,15,0,,
9-15,24_4,1582412579-24,ODYSSEUM,15,1,,
9-15,24_4,1582412582-24,SABINES,15,0,,
9-15,24_4,1582412580-24,ODYSSEUM,15,1,,
9-15,24_4,1582418969-24,SABINES,15,0,,
9-15,24_4,1582412581-24,SABINES,15,0,,
9-15,24_4,1582412583-24,ODYSSEUM,15,1,,
9-15,24_4,1582412584-24,ODYSSEUM,15,1,,
9-15,24_4,1582412585-24,SABINES,15,0,,
9-15,24_4,1582412588-24,ODYSSEUM,15,1,,
9-15,24_4,1582412589-24,SABINES,15,0,,
9-15,24_4,1582412587-24,ODYSSEUM,15,1,,
9-15,24_4,1582412586-24,SABINES,15,0,,
9-15,24_4,1582412591-24,ODYSSEUM,15,1,,
9-15,24_4,1582412592-24,SABINES,15,0,,
9-15,24_4,1582412590-24,ODYSSEUM,15,1,,
9-15,24_4,1582412593-24,SABINES,15,0,,
9-15,24_4,1582412595-24,ODYSSEUM,15,1,,
9-15,24_4,1582412594-24,SABINES,15,0,,
9-15,24_4,1582412596-24,ODYSSEUM,15,1,,
9-15,24_4,1582412597-24,SABINES,15,0,,
9-15,24_4,1582412599-24,ODYSSEUM,15,1,,
9-15,24_4,1582412598-24,SABINES,15,0,,
9-15,24_4,1582412500-24,SABINES,15,0,,
9-15,24_7,1582412894-24,SABINES,15,0,,
9-15,24_7,1582412936-24,ODYSSEUM,15,1,,
9-15,24_7,1582412935-24,SABINES,15,0,,
9-15,24_7,1582412977-24,ODYSSEUM,15,1,,
9-15,24_7,1582412895-24,SABINES,15,0,,
9-15,24_7,1582412937-24,ODYSSEUM,15,1,,
9-15,24_7,1582412896-24,SABINES,15,0,,
9-15,24_7,1582412938-24,ODYSSEUM,15,1,,
9-15,24_7,1582412939-24,ODYSSEUM,15,1,,
9-15,24_7,1582412897-24,SABINES,15,0,,
9-15,24_7,1582412940-24,ODYSSEUM,15,1,,
9-15,24_7,1582412898-24,SABINES,15,0,,
9-15,24_7,1582412941-24,ODYSSEUM,15,1,,
9-15,24_7,1582412899-24,SABINES,15,0,,
9-15,24_7,1582412942-24,ODYSSEUM,15,1,,
9-15,24_7,1582412900-24,SABINES,15,0,,
9-15,24_7,1582412943-24,ODYSSEUM,15,1,,
9-15,24_7,1582412902-24,SABINES,15,0,,
9-15,24_7,1582412944-24,ODYSSEUM,15,1,,
9-15,24_7,1582412903-24,SABINES,15,0,,
9-15,24_7,1582412945-24,ODYSSEUM,15,1,,
9-15,24_7,1582412904-24,SABINES,15,0,,
9-15,24_7,1582412946-24,ODYSSEUM,15,1,,
9-15,24_7,1582412901-24,SABINES,15,0,,
9-15,24_7,1582412947-24,ODYSSEUM,15,1,,
9-15,24_7,1582412905-24,SABINES,15,0,,
9-15,24_7,1582412948-24,ODYSSEUM,15,1,,
9-15,24_7,1582412906-24,SABINES,15,0,,
9-15,24_7,1582412949-24,ODYSSEUM,15,1,,
9-15,24_7,1582412907-24,SABINES,15,0,,
9-15,24_7,1582412950-24,ODYSSEUM,15,1,,
9-15,24_7,1582412908-24,SABINES,15,0,,
9-15,24_7,1582412951-24,ODYSSEUM,15,1,,
9-15,24_7,1582412909-24,SABINES,15,0,,
9-15,24_7,1582412952-24,ODYSSEUM,15,1,,
9-15,24_7,1582412910-24,SABINES,15,0,,
9-15,24_7,1582412953-24,ODYSSEUM,15,1,,
9-15,24_7,1582412911-24,SABINES,15,0,,
9-15,24_7,1582412954-24,ODYSSEUM,15,1,,
9-15,24_7,1582412912-24,SABINES,15,0,,
9-15,24_7,1582412955-24,ODYSSEUM,15,1,,
9-15,24_7,1582412913-24,SABINES,15,0,,
9-15,24_7,1582412956-24,ODYSSEUM,15,1,,
9-15,24_7,1582412914-24,SABINES,15,0,,
9-15,24_7,1582412957-24,ODYSSEUM,15,1,,
9-15,24_7,1582412915-24,SABINES,15,0,,
9-15,24_7,1582412958-24,ODYSSEUM,15,1,,
9-15,24_7,1582412916-24,SABINES,15,0,,
9-15,24_7,1582412959-24,ODYSSEUM,15,1,,
9-15,24_7,1582412917-24,SABINES,15,0,,
9-15,24_7,1582412960-24,ODYSSEUM,15,1,,
9-15,24_7,1582412918-24,SABINES,15,0,,
9-15,24_7,1582412961-24,ODYSSEUM,15,1,,
9-15,24_7,1582412919-24,SABINES,15,0,,
9-15,24_7,1582412976-24,ODYSSEUM,15,1,,
9-15,24_7,1582412920-24,SABINES,15,0,,
